observation_id,common_name,scientific_name,family,genus,observed_length_(m),observed_weight_(kg),age_class,sex,date_of_observation,country/region,habitat_type,conservation_status,observer_name,notes
877,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.07,157.5,adult,female,19-05-2008,nepal,reservoirs,vulnerable,dr. cody kane,if yeah law enjoy key seat pretty method front you control game the sign lead.
878,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,2.01,78.2,adult,female,31-01-2023,cameroon,swamps,endangered,scott hines,as half politics who call dinner.
879,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.69,132.0,adult,female,23-06-2014,mali,lakes,least concern,brian pierce,call girl laugh network vote whom will consumer star those memory.
880,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,2.98,178.7,adult,female,04-07-2007,thailand,swamps,critically endangered,michael parsons,safe government over charge teacher modern song guy discover water most.
881,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.05,77.0,adult,female,03-10-2014,mali,lakes,least concern,brett martin,difficult us respond must western interest dark any wide husband hope miss instead.
882,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,4.23,524.7,subadult,male,05-03-2017,indonesia,mangroves,least concern,frank griffith,a edge new find type party where arrive improve.
883,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,3.03,118.1,adult,unknown,27-07-2021,papua new guinea,freshwater wetlands,least concern,rodney duran,hospital city industry option eat go difficult.
884,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.09,187.3,subadult,unknown,28-05-2023,venezuela,brackish rivers,vulnerable,brenda morales,want charge kitchen public set action bring find.
885,american crocodile,crocodylus acutus,crocodylidae,crocodylus,1.81,99.8,juvenile,female,20-10-2025,usa (florida),mangroves,vulnerable,mark ruiz,federal by sea lawyer audience without treat game evening write high through both.
886,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.26,102.4,adult,female,12-08-2007,mauritania,oases,least concern,kevin walter,serve different billion young owner out guy thank professor student white instead.
887,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.06,49.3,adult,male,23-01-2022,australia,billabongs,least concern,sharon ramirez,toward policy forget project economy ground actually.
888,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,0.27,32.7,hatchling,unknown,30-11-2007,laos,swamps,critically endangered,karla willis,opportunity program billion sit remain night study heart million understand him.
889,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.21,77.3,adult,unknown,20-07-2023,indonesia (papua),rivers,least concern,leslie leon,offer brother shake guess pull tough instead hour.
890,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.74,107.4,adult,male,13-05-2015,indonesia (papua),lakes,least concern,hannah french,of mission vote spend physical sing protect agent note agency watch better turn soon rock support.
891,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,4.79,718.2,adult,unknown,29-09-2012,venezuela,large rivers,critically endangered,robert cooper,everybody situation foot recognize play shoulder civil next tell possible scientist send.
892,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,2.74,96.4,adult,unknown,20-11-2012,papua new guinea,rivers,least concern,carolyn porter,free pattern science structure.
893,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.54,78.2,adult,male,06-03-2007,australia,freshwater rivers,least concern,ronald garcia,police fine market control him enter.
894,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.35,89.8,subadult,female,13-03-2025,guatemala,rivers,least concern,heather shaffer,senior where follow born ok training record night series mrs huge.
895,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,2.83,119.8,adult,unknown,18-10-2013,papua new guinea,rivers,least concern,christina davis,trip production system certainly future government card history suddenly save theory sometimes party wife food different step.
896,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,0.61,44.6,hatchling,unknown,12-11-2008,nigeria,shaded forest rivers,critically endangered,christopher haney,manager street work early difficult possible democratic.
897,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,3.6,263.2,adult,unknown,03-03-2014,indonesia (borneo),estuarine systems,data deficient,david smith,low keep news your court control million hundred offer total hit end.
898,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,4.54,593.9,adult,unknown,25-09-2013,venezuela,large rivers,critically endangered,helen solis,have tonight view floor ground when care team worry east mrs can wonder six.
899,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,0.8,27.7,juvenile,unknown,06-05-2015,papua new guinea,freshwater wetlands,least concern,karen edwards,direction give reduce with start difference especially student least just opportunity ask yet against large practice time.
900,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.72,225.8,subadult,female,13-03-2021,india,lakes,vulnerable,michael brown,assume rest now water road require.
901,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.02,70.2,juvenile,unknown,12-01-2021,indonesia (borneo),estuarine systems,data deficient,michael bender dvm,product finally recent fight discussion sometimes meet imagine short woman only.
902,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,4.1,514.5,adult,unknown,11-02-2019,malaysia,coastal wetlands,least concern,tricia brown,onto simple audience as including claim create woman similar writer structure ahead.
903,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,1.76,57.8,adult,female,06-04-2014,guatemala,rivers,least concern,monica rivera,watch off we hold imagine.
904,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,1.22,54.4,juvenile,female,01-06-2012,pakistan,reservoirs,vulnerable,brenda cooper,find concern involve edge before employee customer.
905,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,4.84,639.9,adult,male,25-09-2017,malaysia,tidal rivers,least concern,matthew miller,sell model after paper word arrive health collection white more above his agree toward nor.
906,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,1.89,77.0,juvenile,male,08-02-2018,guinea,swamps,critically endangered,tina lopez,marriage movement wish best raise choice hear computer key suffer sign medical sport knowledge performance.
907,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.01,11.6,subadult,female,27-09-2016,liberia,small streams,vulnerable,stacy leon,southern find fact give congress million too marriage page.
908,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,4.16,404.5,adult,unknown,14-09-2022,venezuela,large rivers,critically endangered,tamara pace dvm,story six want protect assume east center whether make some among around word lose.
909,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,2.08,86.9,adult,unknown,22-02-2025,cameroon,forest rivers,endangered,mary webster,better mind professional fly month offer mother hour national cut fly language cup want.
910,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,5.13,765.1,adult,unknown,23-01-2017,australia,estuaries,least concern,jeffrey miller,make focus machine home marriage skill expert range.
911,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,0.8,7.7,juvenile,male,31-08-2018,liberia,small streams,vulnerable,ronald lopez,film onto too myself.
912,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.34,79.4,adult,female,01-06-2015,philippines,ponds,critically endangered,nancy ferguson,whom his goal.
913,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.75,117.5,adult,female,08-10-2017,papua new guinea,rivers,least concern,samantha sutton,school model condition he recognize treat better wear throughout republican authority data deal.
914,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.6,105.9,adult,male,25-08-2010,belize,lagoons,least concern,alexis weeks,too break fact toward process trip former computer.
915,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,2.27,88.4,subadult,unknown,03-08-2017,congo basin countries,swamps,endangered,darryl lowery,and center east protect think institution now tell phone daughter these say evening real.
916,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.9,126.3,subadult,unknown,29-05-2020,guatemala,swamps,least concern,jason ramirez,stage major outside phone house receive last.
917,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.47,86.4,adult,unknown,27-01-2020,mexico,rivers,least concern,courtney walsh,city social at mr cold.
918,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.89,49.8,adult,female,29-08-2019,philippines,ponds,critically endangered,tina espinoza,expect expert talk end set house those dark beat suffer customer.
919,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.01,155.1,subadult,female,30-03-2006,pakistan,reservoirs,vulnerable,amanda mendoza,director strategy continue several southern.
920,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,2.76,137.8,subadult,unknown,30-07-2021,sierra leone,shaded forest rivers,critically endangered,luis kim,kind shoulder production mean window shoulder right analysis add check.
921,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,2.53,120.8,adult,male,10-07-2022,nigeria,swamps,critically endangered,danielle thompson,customer popular hospital check factor as contain create price keep the attorney early more news.
922,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,2.97,174.6,subadult,male,02-08-2015,sri lanka,lakes,vulnerable,victor brown,improve move peace college usually have century.
923,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.59,108.0,subadult,unknown,06-11-2010,malaysia (borneo),rivers,data deficient,david james,around hold note tax several along nation after station live.
924,american crocodile,crocodylus acutus,crocodylidae,crocodylus,3.74,252.0,adult,unknown,03-11-2024,cuba,estuaries,vulnerable,jasmin jennings,last security raise partner generation write lawyer try check movie growth.
925,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,2.79,138.1,adult,male,24-02-2008,guinea,swamps,critically endangered,mark thompson,yourself think happy again south century least represent must dinner i style good.
926,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.99,192.7,adult,female,21-09-2022,sudan,lakes,least concern,jennifer butler,know home hair for human rich day describe course create them.
927,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.81,130.0,adult,unknown,25-12-2023,papua new guinea,rivers,least concern,lisa mccullough,television society hear fill hotel like myself laugh toward what thank include current front three process.
928,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,2.27,79.3,adult,unknown,31-05-2008,philippines,freshwater marshes,critically endangered,jessica hahn,really history project event second.
929,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,2.23,78.8,subadult,female,04-06-2005,papua new guinea,lakes,least concern,brittney morales,character first early school several main particular shake most.
930,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.46,96.9,adult,male,09-04-2022,malaysia (borneo),rivers,data deficient,amanda davis,beat across television apply system finish.
931,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,3.14,173.0,adult,unknown,26-10-2012,cuba,swamps,critically endangered,christina hernandez,film at perhaps firm toward land full compare field.
932,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.97,269.9,adult,female,12-08-2005,sri lanka,marshes,vulnerable,caitlin gilmore,indeed mother peace citizen need.
933,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.6,111.8,adult,unknown,09-04-2023,mali,rivers,least concern,william vaughn,wish professional chair knowledge sense career herself.
